date,channelGrouping,sessions
2017-04-17,Display,1
2017-04-17,Organic Search,129
2017-04-17,Paid Search,85
2017-04-17,Referral,13
2017-04-17,Social,22
2017-04-18,(Other),83
2017-04-18,Direct,91
2017-04-18,Email,1
2017-04-18,Organic Search,153
2017-04-18,Paid Search,95
2017-04-18,Referral,9
2017-04-18,Social,59
2017-04-19,(Other),42
2017-04-19,Direct,94
2017-04-19,Display,1
2017-04-19,Organic Search,157
2017-04-19,Paid Search,89
2017-04-19,Referral,8
2017-04-19,Social,84
2017-04-20,(Other),22
2017-04-20,Direct,104
2017-04-20,Display,1
2017-04-20,Organic Search,160
2017-04-20,Paid Search,91
2017-04-20,Referral,8
2017-04-20,Social,49
2017-04-21,(Other),14
2017-04-21,Direct,69
2017-04-21,Organic Search,128
2017-04-21,Paid Search,53
2017-04-21,Referral,10
2017-04-21,Social,27
2017-04-22,(Other),16
2017-04-22,Direct,28
2017-04-22,Organic Search,63
2017-04-22,Paid Search,34
2017-04-22,Referral,4
2017-04-22,Social,21
2017-04-23,(Other),12
2017-04-23,Direct,28
2017-04-23,Organic Search,70
2017-04-23,Paid Search,19
2017-04-23,Referral,4
2017-04-23,Social,20
2017-04-24,(Other),17
2017-04-24,Direct,70
2017-04-24,Organic Search,128
2017-04-24,Paid Search,68
2017-04-24,Referral,12
2017-04-24,Social,24
2017-04-25,(Other),48
2017-04-25,Direct,112
2017-04-25,Organic Search,193
2017-04-25,Paid Search,85
2017-04-25,Referral,15
2017-04-25,Social,19
2017-04-26,(Other),41
2017-04-26,Direct,83
2017-04-26,Organic Search,191
2017-04-26,Paid Search,78
2017-04-26,Referral,14
2017-04-26,Social,22
2017-04-27,(Other),23
2017-04-27,Direct,69
2017-04-27,Organic Search,163
2017-04-27,Paid Search,52
2017-04-27,Referral,9
2017-04-27,Social,23
2017-04-28,(Other),24
2017-04-28,Direct,48
2017-04-28,Organic Search,128
2017-04-28,Paid Search,52
2017-04-28,Referral,8
2017-04-28,Social,25
2017-04-29,(Other),10
2017-04-29,Direct,22
2017-04-29,Organic Search,54
2017-04-29,Paid Search,33
2017-04-29,Referral,2
2017-04-29,Social,11
2017-04-30,(Other),10
2017-04-30,Direct,19
2017-04-30,Organic Search,58
2017-04-30,Paid Search,33
2017-04-30,Referral,4
2017-04-30,Social,22
2017-05-01,(Other),8
2017-05-01,Direct,26
2017-05-01,Display,1
2017-05-01,Organic Search,81
2017-05-01,Paid Search,41
2017-05-01,Referral,3
2017-05-01,Social,16
2017-05-02,(Other),7
2017-05-02,Direct,41
2017-05-02,Organic Search,99
2017-05-02,Paid Search,47
2017-05-02,Referral,7
2017-05-02,Social,18
2017-05-03,(Other),20
2017-05-03,Direct,100
2017-05-03,Organic Search,174
2017-05-03,Paid Search,86
2017-05-03,Referral,13
2017-05-03,Social,29
2017-05-04,(Other),40
2017-05-04,Direct,78
2017-05-04,Organic Search,152
2017-05-04,Paid Search,93
2017-05-04,Referral,10
2017-05-04,Social,51
2017-05-05,(Other),21
2017-05-05,Direct,63
2017-05-05,Display,1
2017-05-05,Organic Search,134
2017-05-05,Paid Search,80
2017-05-05,Referral,5
2017-05-05,Social,14
2017-05-06,(Other),8
2017-05-06,Direct,32
2017-05-06,Display,1
2017-05-06,Email,1
2017-05-06,Organic Search,101
2017-05-06,Paid Search,70
2017-05-06,Referral,1
2017-05-06,Social,12
2017-05-07,(Other),9
2017-05-07,Direct,20
2017-05-07,Organic Search,67
2017-05-07,Paid Search,47
2017-05-07,Referral,1
2017-05-07,Social,4
2017-05-08,(Other),23
2017-05-08,Direct,80
2017-05-08,Display,1
2017-05-08,Organic Search,175
2017-05-08,Paid Search,71
2017-05-08,Referral,7
2017-05-08,Social,31
2017-05-09,(Other),38
2017-05-09,Direct,191
2017-05-09,Organic Search,181
2017-05-09,Paid Search,113
2017-05-09,Referral,17
2017-05-09,Social,41
2017-05-10,(Other),23
2017-05-10,Direct,90
2017-05-10,Organic Search,164
2017-05-10,Paid Search,100
2017-05-10,Referral,11
2017-05-10,Social,20
2017-05-11,(Other),22
2017-05-11,Direct,63
2017-05-11,Display,1
2017-05-11,Organic Search,153
2017-05-11,Paid Search,88
2017-05-11,Referral,14
2017-05-11,Social,28
2017-05-12,(Other),10
2017-05-12,Direct,81
2017-05-12,Display,1
2017-05-12,Organic Search,157
2017-05-12,Paid Search,110
2017-05-12,Referral,16
2017-05-12,Social,31
2017-05-13,(Other),11
2017-05-13,Direct,37
2017-05-13,Organic Search,70
2017-05-13,Paid Search,51
2017-05-13,Referral,3
2017-05-13,Social,17
2017-05-14,(Other),5
2017-05-14,Direct,34
2017-05-14,Organic Search,53
2017-05-14,Paid Search,55
2017-05-14,Referral,9
2017-05-14,Social,18
2017-05-15,(Other),17
2017-05-15,Direct,56
2017-05-15,Organic Search,104
2017-05-15,Paid Search,84
2017-05-15,Referral,11
2017-05-15,Social,14
2017-05-16,(Other),32
2017-05-16,Direct,82
2017-05-16,Display,1
2017-05-16,Organic Search,175
2017-05-16,Paid Search,104
2017-05-16,Referral,8
2017-05-16,Social,17
2017-05-17,(Other),32
2017-05-17,Direct,66
2017-05-17,Organic Search,186
2017-05-17,Paid Search,123
2017-05-17,Referral,8
2017-05-17,Social,19
2017-05-18,(Other),24
2017-05-18,Direct,59
2017-05-18,Organic Search,190
2017-05-18,Paid Search,120
2017-05-18,Referral,9
2017-05-18,Social,20
2017-05-19,(Other),20
2017-05-19,Direct,63
2017-05-19,Organic Search,169
2017-05-19,Paid Search,93
2017-05-19,Referral,9
2017-05-19,Social,17
2017-05-20,(Other),7
2017-05-20,Direct,28
2017-05-20,Organic Search,109
2017-05-20,Paid Search,53
2017-05-20,Referral,5
2017-05-20,Social,14
2017-05-21,(Other),9
2017-05-21,Direct,33
2017-05-21,Display,1
2017-05-21,Organic Search,80
2017-05-21,Paid Search,65
2017-05-21,Referral,9
2017-05-21,Social,11
2017-05-22,(Other),32
2017-05-22,Direct,70
2017-05-22,Display,1
2017-05-22,Organic Search,222
2017-05-22,Paid Search,106
2017-05-22,Referral,14
2017-05-22,Social,15
2017-05-23,(Other),25
2017-05-23,Direct,86
2017-05-23,Organic Search,243
2017-05-23,Paid Search,110
2017-05-23,Referral,10
2017-05-23,Social,21
2017-05-24,(Other),27
2017-05-24,Direct,69
2017-05-24,Display,2
2017-05-24,Organic Search,212
2017-05-24,Paid Search,125
2017-05-24,Referral,10
2017-05-24,Social,34
2017-05-25,(Other),28
2017-05-25,Direct,79
2017-05-25,Organic Search,204
2017-05-25,Paid Search,101
2017-05-25,Referral,5
2017-05-25,Social,23
2017-05-26,(Other),12
2017-05-26,Direct,43
2017-05-26,Organic Search,141
2017-05-26,Paid Search,95
2017-05-26,Referral,13
2017-05-26,Social,29
2017-05-27,(Other),11
2017-05-27,Direct,32
2017-05-27,Display,1
2017-05-27,Organic Search,74
2017-05-27,Paid Search,52
2017-05-27,Referral,3
2017-05-27,Social,16
2017-05-28,(Other),11
2017-05-28,Direct,24
2017-05-28,Organic Search,60
2017-05-28,Paid Search,57
2017-05-28,Referral,4
2017-05-28,Social,12
2017-05-29,(Other),13
2017-05-29,Direct,68
2017-05-29,Organic Search,233
2017-05-29,Paid Search,108
2017-05-29,Referral,14
2017-05-29,Social,61
2017-05-30,(Other),18
2017-05-30,Direct,97
2017-05-30,Organic Search,231
2017-05-30,Paid Search,104
2017-05-30,Referral,19
2017-05-30,Social,42
2017-05-31,(Other),16
2017-05-31,Direct,97
2017-05-31,Organic Search,218
2017-05-31,Paid Search,93
2017-05-31,Referral,15
2017-05-31,Social,58
2017-06-01,(Other),19
2017-06-01,Direct,109
2017-06-01,Organic Search,207
2017-06-01,Paid Search,99
2017-06-01,Referral,17
2017-06-01,Social,70
2017-06-02,(Other),18
2017-06-02,Direct,81
2017-06-02,Display,1
2017-06-02,Organic Search,144
2017-06-02,Paid Search,99
2017-06-02,Referral,5
2017-06-02,Social,41
2017-06-03,(Other),12
2017-06-03,Direct,44
2017-06-03,Organic Search,74
2017-06-03,Paid Search,51
2017-06-03,Referral,12
2017-06-03,Social,42
2017-06-04,(Other),10
2017-06-04,Direct,24
2017-06-04,Organic Search,97
2017-06-04,Paid Search,47
2017-06-04,Referral,9
2017-06-04,Social,46
2017-06-05,(Other),16
2017-06-05,Direct,55
2017-06-05,Display,1
2017-06-05,Organic Search,203
2017-06-05,Paid Search,102
2017-06-05,Referral,15
2017-06-05,Social,44
2017-06-06,(Other),40
2017-06-06,Direct,79
2017-06-06,Organic Search,212
2017-06-06,Paid Search,102
2017-06-06,Referral,13
2017-06-06,Social,35
2017-06-07,(Other),23
2017-06-07,Direct,89
2017-06-07,Display,1
2017-06-07,Organic Search,199
2017-06-07,Paid Search,96
2017-06-07,Referral,14
2017-06-07,Social,39
2017-06-08,(Other),23
2017-06-08,Direct,67
2017-06-08,Organic Search,178
2017-06-08,Paid Search,109
2017-06-08,Referral,11
2017-06-08,Social,80
2017-06-09,(Other),19
2017-06-09,Direct,63
2017-06-09,Display,1
2017-06-09,Organic Search,200
2017-06-09,Paid Search,88
2017-06-09,Referral,9
2017-06-09,Social,51
2017-06-10,(Other),7
2017-06-10,Direct,50
2017-06-10,Display,2
2017-06-10,Organic Search,85
2017-06-10,Paid Search,62
2017-06-10,Referral,2
2017-06-10,Social,28
2017-06-11,(Other),6
2017-06-11,Direct,42
2017-06-11,Display,1
2017-06-11,Organic Search,103
2017-06-11,Paid Search,61
2017-06-11,Referral,3
2017-06-11,Social,25
2017-06-12,(Other),27
2017-06-12,Direct,181
2017-06-12,Organic Search,246
2017-06-12,Paid Search,118
2017-06-12,Referral,19
2017-06-12,Social,51
2017-06-13,(Other),20
2017-06-13,Direct,109
2017-06-13,Display,1
2017-06-13,Organic Search,214
2017-06-13,Paid Search,93
2017-06-13,Referral,13
2017-06-13,Social,36
2017-06-14,(Other),19
2017-06-14,Direct,109
2017-06-14,Organic Search,213
2017-06-14,Paid Search,96
2017-06-14,Referral,11
2017-06-14,Social,76
2017-06-15,(Other),28
2017-06-15,Direct,103
2017-06-15,Organic Search,221
2017-06-15,Paid Search,96
2017-06-15,Referral,15
2017-06-15,Social,42
2017-06-16,(Other),30
2017-06-16,Direct,88
2017-06-16,Display,3
2017-06-16,Organic Search,159
2017-06-16,Paid Search,101
2017-06-16,Referral,7
2017-06-16,Social,24
2017-06-17,(Other),8
2017-06-17,Direct,48
2017-06-17,Organic Search,97
2017-06-17,Paid Search,49
2017-06-17,Referral,4
2017-06-17,Social,30
2017-06-18,(Other),13
2017-06-18,Direct,48
2017-06-18,Display,1
2017-06-18,Organic Search,83
2017-06-18,Paid Search,61
2017-06-18,Referral,1
2017-06-18,Social,26
2017-06-19,(Other),22
2017-06-19,Direct,282
2017-06-19,Display,2
2017-06-19,Email,1
2017-06-19,Organic Search,232
2017-06-19,Paid Search,126
2017-06-19,Referral,28
2017-06-19,Social,60
2017-06-20,(Other),19
2017-06-20,Direct,97
2017-06-20,Display,2
2017-06-20,Organic Search,262
2017-06-20,Paid Search,94
2017-06-20,Referral,10
2017-06-20,Social,27
2017-06-21,(Other),11
2017-06-21,Direct,97
2017-06-21,Organic Search,205
2017-06-21,Paid Search,104
2017-06-21,Referral,14
2017-06-21,Social,29
2017-06-22,(Other),12
2017-06-22,Direct,71
2017-06-22,Organic Search,149
2017-06-22,Paid Search,97
2017-06-22,Referral,12
2017-06-22,Social,24
2017-06-23,(Other),16
2017-06-23,Direct,109
2017-06-23,Display,1
2017-06-23,Organic Search,171
2017-06-23,Paid Search,65
2017-06-23,Referral,13
2017-06-23,Social,27
2017-06-24,(Other),6
2017-06-24,Direct,59
2017-06-24,Display,3
2017-06-24,Organic Search,74
2017-06-24,Paid Search,53
2017-06-24,Referral,8
2017-06-24,Social,30
2017-06-25,(Other),4
2017-06-25,Direct,57
2017-06-25,Display,2
2017-06-25,Organic Search,81
2017-06-25,Paid Search,55
2017-06-25,Referral,5
2017-06-25,Social,29
2017-06-26,(Other),21
2017-06-26,Direct,174
2017-06-26,Display,3
2017-06-26,Organic Search,182
2017-06-26,Paid Search,120
2017-06-26,Referral,19
2017-06-26,Social,51
2017-06-27,(Other),23
2017-06-27,Direct,108
2017-06-27,Display,1
2017-06-27,Organic Search,195
2017-06-27,Paid Search,105
2017-06-27,Referral,8
2017-06-27,Social,32
2017-06-28,(Other),22
2017-06-28,Direct,102
2017-06-28,Display,1
2017-06-28,Organic Search,189
2017-06-28,Paid Search,102
2017-06-28,Referral,11
2017-06-28,Social,33
2017-06-29,(Other),49
2017-06-29,Direct,83
2017-06-29,Display,1
2017-06-29,Organic Search,150
2017-06-29,Paid Search,89
2017-06-29,Referral,7
2017-06-29,Social,41
2017-06-30,(Other),33
2017-06-30,Direct,71
2017-06-30,Organic Search,134
2017-06-30,Paid Search,61
2017-06-30,Referral,9
2017-06-30,Social,30
2017-07-01,(Other),19
2017-07-01,Direct,45
2017-07-01,Organic Search,66
2017-07-01,Paid Search,49
2017-07-01,Referral,1
2017-07-01,Social,15
2017-07-02,(Other),19
2017-07-02,Direct,60
2017-07-02,Organic Search,77
2017-07-02,Paid Search,50
2017-07-02,Referral,4
2017-07-02,Social,32
2017-07-03,(Other),36
2017-07-03,Direct,188
2017-07-03,Display,1
2017-07-03,Organic Search,203
2017-07-03,Paid Search,111
2017-07-03,Referral,19
2017-07-03,Social,32
2017-07-04,(Other),35
2017-07-04,Direct,105
2017-07-04,Display,2
2017-07-04,Organic Search,203
2017-07-04,Paid Search,85
2017-07-04,Referral,15
2017-07-04,Social,49
2017-07-05,(Other),33
2017-07-05,Direct,72
2017-07-05,Display,1
2017-07-05,Organic Search,186
2017-07-05,Paid Search,102
2017-07-05,Referral,11
2017-07-05,Social,37
2017-07-06,(Other),30
2017-07-06,Direct,75
2017-07-06,Email,1
2017-07-06,Organic Search,157
2017-07-06,Paid Search,82
2017-07-06,Referral,8
2017-07-06,Social,31
2017-07-07,(Other),12
2017-07-07,Direct,75
2017-07-07,Organic Search,132
2017-07-07,Paid Search,86
2017-07-07,Referral,6
2017-07-07,Social,17
2017-07-08,(Other),13
2017-07-08,Direct,62
2017-07-08,Organic Search,63
2017-07-08,Paid Search,54
2017-07-08,Referral,4
2017-07-08,Social,24
2017-07-09,(Other),12
2017-07-09,Direct,45
2017-07-09,Organic Search,79
2017-07-09,Paid Search,46
2017-07-09,Referral,10
2017-07-09,Social,22
2017-07-10,(Other),32
2017-07-10,Direct,155
2017-07-10,Organic Search,187
2017-07-10,Paid Search,114
2017-07-10,Referral,10
2017-07-10,Social,25
2017-07-11,(Other),30
2017-07-11,Direct,72
2017-07-11,Display,1
2017-07-11,Organic Search,190
2017-07-11,Paid Search,105
2017-07-11,Referral,12
2017-07-11,Social,30
2017-07-12,(Other),26
2017-07-12,Direct,92
2017-07-12,Organic Search,184
2017-07-12,Paid Search,115
2017-07-12,Referral,5
2017-07-12,Social,29
2017-07-13,(Other),32
2017-07-13,Direct,89
2017-07-13,Display,1
2017-07-13,Organic Search,173
2017-07-13,Paid Search,120
2017-07-13,Referral,8
2017-07-13,Social,244
2017-07-14,(Other),27
2017-07-14,Direct,91
2017-07-14,Organic Search,141
2017-07-14,Paid Search,84
2017-07-14,Referral,5
2017-07-14,Social,31
2017-07-15,(Other),13
2017-07-15,Direct,56
2017-07-15,Organic Search,68
2017-07-15,Paid Search,43
2017-07-15,Referral,3
2017-07-15,Social,36
2017-07-16,(Other),12
2017-07-16,Direct,70
2017-07-16,Organic Search,64
2017-07-16,Paid Search,53
2017-07-16,Referral,8
2017-07-16,Social,56
2017-07-17,(Other),34
2017-07-17,Direct,212
2017-07-17,Display,2
2017-07-17,Organic Search,193
2017-07-17,Paid Search,92
2017-07-17,Referral,17
2017-07-17,Social,39
2017-07-18,(Other),36
2017-07-18,Direct,130
2017-07-18,Display,3
2017-07-18,Email,1
2017-07-18,Organic Search,228
2017-07-18,Paid Search,118
2017-07-18,Referral,19
2017-07-18,Social,36
2017-07-19,(Other),23
2017-07-19,Direct,93
2017-07-19,Display,3
2017-07-19,Organic Search,183
2017-07-19,Paid Search,93
2017-07-19,Referral,9
2017-07-19,Social,17
2017-07-20,(Other),15
2017-07-20,Direct,99
2017-07-20,Display,2
2017-07-20,Organic Search,181
2017-07-20,Paid Search,111
2017-07-20,Referral,8
2017-07-20,Social,36
2017-07-21,(Other),18
2017-07-21,Direct,92
2017-07-21,Display,4
2017-07-21,Organic Search,168
2017-07-21,Paid Search,84
2017-07-21,Referral,15
2017-07-21,Social,23
2017-07-22,(Other),5
2017-07-22,Direct,48
2017-07-22,Display,1
2017-07-22,Organic Search,68
2017-07-22,Paid Search,55
2017-07-22,Referral,3
2017-07-22,Social,14
2017-07-23,(Other),5
2017-07-23,Direct,89
2017-07-23,Organic Search,72
2017-07-23,Paid Search,61
2017-07-23,Referral,3
2017-07-23,Social,17
2017-07-24,(Other),21
2017-07-24,Direct,193
2017-07-24,Organic Search,216
2017-07-24,Paid Search,111
2017-07-24,Referral,18
2017-07-24,Social,53
2017-07-25,(Other),21
2017-07-25,Direct,110
2017-07-25,Organic Search,214
2017-07-25,Paid Search,98
2017-07-25,Referral,17
2017-07-25,Social,64
2017-07-26,(Other),22
2017-07-26,Direct,109
2017-07-26,Organic Search,200
2017-07-26,Paid Search,115
2017-07-26,Referral,8
2017-07-26,Social,49
2017-07-27,(Other),31
2017-07-27,Direct,83
2017-07-27,Organic Search,185
2017-07-27,Paid Search,119
2017-07-27,Referral,4
2017-07-27,Social,37
2017-07-28,(Other),16
2017-07-28,Direct,86
2017-07-28,Email,1
2017-07-28,Organic Search,160
2017-07-28,Paid Search,89
2017-07-28,Referral,8
2017-07-28,Social,24
2017-07-29,(Other),8
2017-07-29,Direct,50
2017-07-29,Organic Search,74
2017-07-29,Paid Search,69
2017-07-29,Referral,5
2017-07-29,Social,20
2017-07-30,(Other),5
2017-07-30,Direct,59
2017-07-30,Organic Search,65
2017-07-30,Paid Search,66
2017-07-30,Referral,1
2017-07-30,Social,24
2017-07-31,(Other),12
2017-07-31,Direct,144
2017-07-31,Display,2
2017-07-31,Organic Search,178
2017-07-31,Paid Search,111
2017-07-31,Referral,6
2017-07-31,Social,29
2017-08-01,(Other),12
2017-08-01,Direct,106
2017-08-01,Organic Search,146
2017-08-01,Paid Search,88
2017-08-01,Referral,4
2017-08-01,Social,42
2017-08-02,(Other),14
2017-08-02,Direct,106
2017-08-02,Display,1
2017-08-02,Organic Search,164
2017-08-02,Paid Search,71
2017-08-02,Referral,10
2017-08-02,Social,31
2017-08-03,(Other),13
2017-08-03,Direct,88
2017-08-03,Display,1
2017-08-03,Email,1
2017-08-03,Organic Search,149
2017-08-03,Paid Search,86
2017-08-03,Referral,10
2017-08-03,Social,40
2017-08-04,(Other),9
2017-08-04,Direct,88
2017-08-04,Display,1
2017-08-04,Organic Search,119
2017-08-04,Paid Search,66
2017-08-04,Referral,8
2017-08-04,Social,29
2017-08-05,(Other),7
2017-08-05,Direct,52
2017-08-05,Organic Search,49
2017-08-05,Paid Search,45
2017-08-05,Referral,7
2017-08-05,Social,21
2017-08-06,(Other),1
2017-08-06,Direct,52
2017-08-06,Organic Search,70
2017-08-06,Paid Search,59
2017-08-06,Referral,2
2017-08-06,Social,19
2017-08-07,(Other),26
2017-08-07,Direct,198
2017-08-07,Email,1
2017-08-07,Organic Search,155
2017-08-07,Paid Search,102
2017-08-07,Referral,15
2017-08-07,Social,42
2017-08-08,(Other),20
2017-08-08,Direct,113
2017-08-08,Organic Search,160
2017-08-08,Paid Search,77
2017-08-08,Referral,5
2017-08-08,Social,20
2017-08-09,(Other),11
2017-08-09,Direct,95
2017-08-09,Display,1
2017-08-09,Organic Search,143
2017-08-09,Paid Search,80
2017-08-09,Referral,11
2017-08-09,Social,24
2017-08-10,(Other),7
2017-08-10,Direct,82
2017-08-10,Organic Search,122
2017-08-10,Paid Search,70
2017-08-10,Referral,7
2017-08-10,Social,31
2017-08-11,(Other),20
2017-08-11,Direct,99
2017-08-11,Display,1
2017-08-11,Organic Search,135
2017-08-11,Paid Search,92
2017-08-11,Referral,4
2017-08-11,Social,35
2017-08-12,(Other),8
2017-08-12,Direct,45
2017-08-12,Organic Search,45
2017-08-12,Paid Search,49
2017-08-12,Referral,2
2017-08-12,Social,29
2017-08-13,(Other),1
2017-08-13,Direct,50
2017-08-13,Display,1
2017-08-13,Organic Search,58
2017-08-13,Paid Search,45
2017-08-13,Referral,1
2017-08-13,Social,17
2017-08-14,(Other),19
2017-08-14,Direct,139
2017-08-14,Display,1
2017-08-14,Organic Search,131
2017-08-14,Paid Search,66
2017-08-14,Referral,12
2017-08-14,Social,21
2017-08-15,(Other),8
2017-08-15,Direct,63
2017-08-15,Organic Search,76
2017-08-15,Paid Search,56
2017-08-15,Referral,2
2017-08-15,Social,35
2017-08-16,(Other),22
2017-08-16,Direct,76
2017-08-16,Display,1
2017-08-16,Organic Search,150
2017-08-16,Paid Search,72
2017-08-16,Referral,3
2017-08-16,Social,36
2017-08-17,(Other),45
2017-08-17,Direct,74
2017-08-17,Display,1
2017-08-17,Organic Search,124
2017-08-17,Paid Search,73
2017-08-17,Referral,5
2017-08-17,Social,36
2017-08-18,(Other),14
2017-08-18,Direct,61
2017-08-18,Organic Search,99
2017-08-18,Paid Search,67
2017-08-18,Referral,7
2017-08-18,Social,24
2017-08-19,(Other),22
2017-08-19,Direct,55
2017-08-19,Display,1
2017-08-19,Organic Search,51
2017-08-19,Paid Search,52
2017-08-19,Referral,2
2017-08-19,Social,27
2017-08-20,(Other),14
2017-08-20,Direct,69
2017-08-20,Organic Search,73
2017-08-20,Paid Search,58
2017-08-20,Referral,2
2017-08-20,Social,26
2017-08-21,(Other),41
2017-08-21,Direct,73
2017-08-21,Organic Search,144
2017-08-21,Paid Search,83
2017-08-21,Referral,4
2017-08-21,Social,19
2017-08-22,(Other),32
2017-08-22,Direct,97
2017-08-22,Organic Search,149
2017-08-22,Paid Search,95
2017-08-22,Referral,4
2017-08-22,Social,58
2017-08-23,(Other),25
2017-08-23,Direct,100
2017-08-23,Display,1
2017-08-23,Organic Search,183
2017-08-23,Paid Search,98
2017-08-23,Referral,9
2017-08-23,Social,53
2017-08-24,(Other),26
2017-08-24,Direct,101
2017-08-24,Organic Search,169
2017-08-24,Paid Search,86
2017-08-24,Referral,4
2017-08-24,Social,43
2017-08-25,(Other),23
2017-08-25,Direct,72
2017-08-25,Organic Search,151
2017-08-25,Paid Search,68
2017-08-25,Referral,9
2017-08-25,Social,25
2017-08-26,(Other),14
2017-08-26,Direct,48
2017-08-26,Display,1
2017-08-26,Organic Search,73
2017-08-26,Paid Search,53
2017-08-26,Referral,7
2017-08-26,Social,27
2017-08-27,(Other),12
2017-08-27,Direct,59
2017-08-27,Organic Search,79
2017-08-27,Paid Search,59
2017-08-27,Referral,4
2017-08-27,Social,30
2017-08-28,(Other),20
2017-08-28,Direct,154
2017-08-28,Organic Search,221
2017-08-28,Paid Search,101
2017-08-28,Referral,14
2017-08-28,Social,46
2017-08-29,(Other),19
2017-08-29,Direct,128
2017-08-29,Email,9
2017-08-29,Organic Search,211
2017-08-29,Paid Search,101
2017-08-29,Referral,14
2017-08-29,Social,54
2017-08-30,(Other),37
2017-08-30,Direct,108
2017-08-30,Organic Search,208
2017-08-30,Paid Search,110
2017-08-30,Referral,10
2017-08-30,Social,37
2017-08-31,(Other),24
2017-08-31,Direct,96
2017-08-31,Organic Search,203
2017-08-31,Paid Search,98
2017-08-31,Referral,8
2017-08-31,Social,37
2017-09-01,(Other),27
2017-09-01,Direct,90
2017-09-01,Organic Search,203
2017-09-01,Paid Search,84
2017-09-01,Referral,10
2017-09-01,Social,37
2017-09-02,(Other),11
2017-09-02,Direct,69
2017-09-02,Organic Search,88
2017-09-02,Paid Search,44
2017-09-02,Referral,5
2017-09-02,Social,18
2017-09-03,(Other),6
2017-09-03,Direct,60
2017-09-03,Organic Search,98
2017-09-03,Paid Search,71
2017-09-03,Referral,5
2017-09-03,Social,33
2017-09-04,(Other),27
2017-09-04,Direct,254
2017-09-04,Organic Search,251
2017-09-04,Paid Search,130
2017-09-04,Referral,21
2017-09-04,Social,36
2017-09-05,(Other),23
2017-09-05,Direct,102
2017-09-05,Organic Search,257
2017-09-05,Paid Search,114
2017-09-05,Referral,12
2017-09-05,Social,34
2017-09-06,(Other),19
2017-09-06,Direct,117
2017-09-06,Display,1
2017-09-06,Organic Search,216
2017-09-06,Paid Search,106
2017-09-06,Referral,10
2017-09-06,Social,18
2017-09-07,(Other),45
2017-09-07,Direct,113
2017-09-07,Display,1
2017-09-07,Organic Search,189
2017-09-07,Paid Search,107
2017-09-07,Referral,7
2017-09-07,Social,29
2017-09-08,(Other),68
2017-09-08,Direct,92
2017-09-08,Organic Search,184
2017-09-08,Paid Search,100
2017-09-08,Referral,5
2017-09-08,Social,36
2017-09-09,(Other),18
2017-09-09,Direct,47
2017-09-09,Organic Search,73
2017-09-09,Paid Search,54
2017-09-09,Referral,8
2017-09-09,Social,25
2017-09-10,(Other),22
2017-09-10,Direct,52
2017-09-10,Organic Search,104
2017-09-10,Paid Search,61
2017-09-10,Referral,4
2017-09-10,Social,21
2017-09-11,(Other),47
2017-09-11,Direct,226
2017-09-11,Organic Search,233
2017-09-11,Paid Search,147
2017-09-11,Referral,18
2017-09-11,Social,67
2017-09-12,(Other),40
2017-09-12,Direct,145
2017-09-12,Organic Search,235
2017-09-12,Paid Search,135
2017-09-12,Referral,20
2017-09-12,Social,26
2017-09-13,(Other),29
2017-09-13,Direct,114
2017-09-13,Organic Search,237
2017-09-13,Paid Search,116
2017-09-13,Referral,10
2017-09-13,Social,13
2017-09-14,(Other),31
2017-09-14,Direct,107
2017-09-14,Organic Search,219
2017-09-14,Paid Search,114
2017-09-14,Referral,21
2017-09-14,Social,40
2017-09-15,(Other),27
2017-09-15,Direct,108
2017-09-15,Display,1
2017-09-15,Organic Search,175
2017-09-15,Paid Search,92
2017-09-15,Referral,8
2017-09-15,Social,37
2017-09-16,(Other),13
2017-09-16,Direct,50
2017-09-16,Organic Search,107
2017-09-16,Paid Search,47
2017-09-16,Referral,4
2017-09-16,Social,13
2017-09-17,(Other),15
2017-09-17,Direct,54
2017-09-17,Organic Search,104
2017-09-17,Paid Search,61
2017-09-17,Referral,10
2017-09-17,Social,31
2017-09-18,(Other),36
2017-09-18,Direct,159
2017-09-18,Organic Search,280
2017-09-18,Paid Search,119
2017-09-18,Referral,30
2017-09-18,Social,25
2017-09-19,(Other),24
2017-09-19,Direct,103
2017-09-19,Display,1
2017-09-19,Organic Search,296
2017-09-19,Paid Search,140
2017-09-19,Referral,8
2017-09-19,Social,29
2017-09-20,(Other),22
2017-09-20,Direct,91
2017-09-20,Display,1
2017-09-20,Organic Search,231
2017-09-20,Paid Search,125
2017-09-20,Referral,10
2017-09-20,Social,24
2017-09-21,(Other),35
2017-09-21,Direct,110
2017-09-21,Email,100
2017-09-21,Organic Search,263
2017-09-21,Paid Search,110
2017-09-21,Referral,8
2017-09-21,Social,32
2017-09-22,(Other),35
2017-09-22,Direct,107
2017-09-22,Display,1
2017-09-22,Email,6
2017-09-22,Organic Search,190
2017-09-22,Paid Search,104
2017-09-22,Referral,8
2017-09-22,Social,17
2017-09-23,(Other),7
2017-09-23,Direct,44
2017-09-23,Email,1
2017-09-23,Organic Search,82
2017-09-23,Paid Search,55
2017-09-23,Referral,4
2017-09-23,Social,11
2017-09-24,(Other),12
2017-09-24,Direct,52
2017-09-24,Organic Search,118
2017-09-24,Paid Search,75
2017-09-24,Referral,13
2017-09-24,Social,12
2017-09-25,(Other),31
2017-09-25,Direct,243
2017-09-25,Email,2
2017-09-25,Organic Search,272
2017-09-25,Paid Search,146
2017-09-25,Referral,18
